source,source_record_id,source_locator,analysis_include,analysis_year,analysis_year_basis,scheme,institution,award_value,status,title,summary,keywords,for_text,broad_area,supplementary_text,mls_status,molecular_life_science,mls_review_required,mls_for_hits,mls_explicit_hits,mls_review_hits,mls_clinical_context_hits,mls_false_context_hits,mls_reason,ai_status,ai,ai_candidate,ai_review_required,ai_for_hits,ai_explicit_hits,ai_review_hits,ai_reason,ai_mls,review_status,manual_ai_decision,manual_mls_decision,review_notes
ARC,DP230100878,DP230100878,True,2023,funding commencement year,Discovery Projects,The Australian National University,450000.0,Active,Ultra-Fast and Secure Terahertz Communications for 6G Wireless Systems,"Ultra-Fast and Secure Terahertz Communications for 6G Wireless Systems. This project aims to develop new theories and signal processing solutions for the cutting-edge technology of terahertz communications to enable the revolutionary sixth-generation wireless systems, by exploring and optimising the inherent benefits of the terahertz band. Anticipated outcomes are new analytical tools and practical guidelines for designing ultra-fast and secure wireless transmission at an unprecedented speed up to terabits per second (Tbps). This enables various emerging applications, such as holographic telepresence, Tbps WiFi and Tbps wireless data centres, to drive transformation in the telecommunications sector, boost industry productivity and support our intelligent information society in the 2030s.",,4006 - Communications Engineering,,"Sixth generation (6G) communication systems are predicted to contribute millions of dollars to Australia’s future economic growth and bring unparalleled benefits to many industry sectors, including healthcare and smart manufacturing. Realising 6G requires communication technologies at terahertz frequencies, which, globally, are undeveloped. This project addresses this need: it will develop new communication theories and algorithms at terahertz frequencies that will enable 6G to offer ultra-fast data transmission and highly secure connectivity that exceed 5G capability. 
The technologies we develop will be shared with and adopted by industry partners such as Telstra and National Instruments, and through that uptake, support industries such as healthcare to launch innovative applications, including allowing doctors to perform remote surgeries for patients living in isolated parts of Australia without easy access to surgical care. By doing so, this project will contribute to not only future national economic benefit but also improvements in the accessibility of healthcare to remote populations in Australia.",no,False,False,,,,,,,no,False,False,False,,,,,False,auto_classified,,,
ARC,DP230100885,DP230100885,True,2023,funding commencement year,Discovery Projects,The University of Melbourne,590000.0,Active,Novel mechanisms by which retinal microglia regulate vascular development,"Novel mechanisms by which retinal microglia regulate vascular development. This project aims to investigate how immune cells called microglia refine the developing retinal vasculature. New knowledge utilizing state of art imaging techniques is likely to be examine a completely novel mechanism by which vascular development occurs. This information is critical for enhancing our understanding of the role of immune cells in the nervous system and will guide the development of new ways of examining these cells. Expected outcomes include a novel way for assessing microglia in the developing nervous system and new knowledge. In the longer term the information gained in this project may be helpful for understanding scenarios where blood vessels are abnormal, or for using microglia as a target to modify vascular function.",,3209 - Neurosciences,,"Light lands on the retina at the back of the eye where nerve cells (neurons) send signals to the brain, creating the visual images that we perceive. Retinal neurons obtain essential oxygen and nutrients from a network of blood vessels. The factors directing the development of these crucial blood vessels are not known. We will investigate the completely new idea that immune cells of the retina (called microglia) play a critical role in shaping retinal blood vessels. Using novel ways of imaging the retina of mice, we will directly examine how microglia affect blood vessel development. Understanding the interplay between immune cells and the developing retina is likely to be relevant to the development of the entire nervous system and even other organs, potentially transforming neuroscience. The findings could help researchers better model the nervous system for the Human Brain Project and for studies into regenerative medicine or circulatory system disease.",yes,True,False,neuroscience; neurosciences,,cells,,,FoR:neuroscience; FoR:neurosciences; review:cells,no,False,False,False,,,,,False,auto_classified,,,
ARC,DP230100899,DP230100899,True,2023,funding commencement year,Discovery Projects,Macquarie University,380610.0,Active,New Graph Mining Technologies to Enable Timely Exploration of Social Events,"New Graph Mining Technologies to Enable Timely Exploration of Social Events. This project aims to develop scalable and effective graph mining techniques for the timely exploration of social events that are the hottest happenings in online information networks. The research will primarily exploit the complex network structures and non-structural properties of streaming social data to report what is happening in a timely fashion. This project will lay the theoretical foundations of this emerging field to strengthen Australia’s world leadership role in data science. Practically, the novel theories and data analytics technologies developed will benefit the Australian economy and society by monitoring emergencies, tracking prevailing sentiments, and spotting investment opportunities through timely event responses.",,4605 - Data Management and Data Science,,"Discovering, monitoring, and analysing events on social media platforms have proven to be critical during the pandemic. However, the sheer overload of information makes it difficult for the public to recognise relevant from irrelevant information, or information that is recent or not. The project will develop advanced data mining tools which investigate in large-scale and in real-time the relationship between trends sourced accurately from those that are irrelevant. The outcomes will place Australia on the map as having world class capability in communicating through official channels across government sectors to reach their intended audience in a timely manner, providing for example, a quick and cost-effective means to communicate with Australians during emergencies. It will also guide marketing firms on strategies to promote Australian goods to a global audience providing economic benefits. It is anticipated that future initiatives will include automating this process so that critical trends are picked up instantly with automated responses aligned with predictive trends.",no,False,False,,,,,,,no,False,False,False,,,,,False,auto_classified,,,
ARC,DP230100905,DP230100905,True,2023,funding commencement year,Discovery Projects,The University of Queensland,360000.0,Active,Stochastic majorization--minimization algorithms for data science,"Stochastic majorization--minimization algorithms for data science. The changing nature of acquisition and storage data has made the process of drawing inference infeasible with traditional statistical and machine learning methods. Modern data are often acquired in real time, in an incremental nature, and are often available in too large a volume to process on conventional machinery. The project proposes to study the family of stochastic majorisation-minimisation algorithms for computation of inferential quantities in an incremental manner. The proposed stochastic algorithms encompass and extend upon a wide variety of current algorithmic frameworks for fitting statistical and machine learning models, and can be used to produce feasible and practical algorithms for complex models, both current and future.
",,4905 - Statistics,,"Many problems faced by Australia involve the accurate monitoring of data and effective decision-making using data. For example, estimating traffic volume for city planning; business analytic predictions of prices and inventory quantities; economic estimation of interest rates, and inflation; and climate predictions and forecasting. However, often datasets for these activities are too large for conventional methods of analysis. This project aims to develop new frameworks for constructing algorithms that allow for rapid, accurate, and robust inference of large, complex datasets. Such tools will support practitioners such as logisticians, business analysts, economists, and meteorologists to make fast decisions with greater confidence. The algorithms developed will be universal and can be applied in many data analytic settings, from monitoring of bushfire spreads via spatial imaging to monitoring and forecasting electricity loads. Our algorithms will be developed so that they can be distributed widely throughout Australia via convenient and adaptable software in open-source repositories for plug-and-play usage.",no,False,False,,,,,,,yes,True,True,False,,machine learning,,explicit:machine learning,False,auto_classified,,,
ARC,DP230100906,DP230100906,True,2023,funding commencement year,Discovery Projects,Flinders University,305304.0,Active,The cost of keeping gruesome images from the world,"The cost of keeping gruesome images from the world. This project aims to investigate one of society’s most invisible ‘frontline’ trauma workforces—the online content moderators responsible for limiting the public’s exposure to distressing and sensitive content on social media. Using a series of rigorous experiments, and cutting-edge psychological and physiological assessment techniques, the research will advance our understanding of the impact of indirect trauma on mental health. Expected outcomes include novel empirical evidence for preventative strategies that will predict, monitor and reduce negative mental health outcomes. This will provide significant global benefits to people with indirect trauma experiences, such as defence and forensic personnel.",,5201 - Applied and Developmental Psychology,,"This project investigates one of society’s invisible ‘frontline’ global workforces— moderators who keep the internet safe by limiting people’s exposure to content depicting the worst of humanity. Although we know 'indirect' forms of trauma (like viewing traumatic images) can be harmful, the content moderation role has received no scientific attention. We will develop methods to study content moderation, enabling us to identify its problematic features and evaluate strategies to monitor, predict and reduce the psychological harm moderators experience. These strategies will apply to other workforces (e.g., police), putting Australia at the global forefront for reducing social and economic damage from mental health problems in people routinely exposed to traumatic images. We will work directly with relevant organisations and individuals, including workers for social media platforms like Facebook, Police, Defence personnel and content moderators, to introduce effective strategies that protect them from psychological harms. ",review,False,True,,,physiology,,,review:physiology,no,False,False,False,,,,,False,MLS review required,,,
ARC,DP230100927,DP230100927,True,2023,funding commencement year,Discovery Projects,La Trobe University,310000.0,Active,Using AI to reveal the true extent & context of alcohol exposure in videos,"Using AI to reveal the true extent & context of alcohol exposure in videos. This project aims to extend an artificial intelligence algorithm to automatically identify and quantify alcohol prevalence in videos. The project is expected to generate significant new knowledge about alcohol’s exposure in these videos’ social, emotional, and environmental contexts. The expected outcomes include a more efficient and automated method of revealing alcohol pervasiveness and its context in the 1000 most watched videos in Australia, making costly manual coding redundant. Anticipated benefits include enabling governments to better monitor compliance to alcohol product placement guidelines and increased public awareness of the frequency and harmful effects of being exposed to alcohol in videos.",,5204 - Cognitive and Computational Psychology,,"Alcohol-related harm to individuals, families and communities costs Australia an average of $66.8 billion per year. The normalisation of harmful drinking behaviours is inadvertently heightened through watching its use and consumption on our screens. This project will extend an existing artificial intelligence algorithm to enable it to automatically identify and quantify alcohol’s presence in social, emotional, and environmental context of the 1000 most popular videos in Australia (films, sports, etc.). Outcomes of the project include developing the most comprehensive, accurate and up to date understanding of the amount and context of alcohol exposure in videos. This will enable governments in Australia and internationally to better monitor compliance to alcohol product placement guidelines and increase public awareness of the frequency and harmful effects of being exposed to alcohol in videos. The algorithm can be extended to automatically quantify exposure to other harmful products in videos, such as tobacco and will make manual coding redundant, saving time and cost for future research.",no,False,False,,,,,,,yes,True,True,False,,artificial intelligence; AI/ML acronym,,explicit:artificial intelligence; explicit:AI/ML acronym,False,auto_classified,,,
ARC,DP230100941,DP230100941,True,2023,funding commencement year,Discovery Projects,The Australian National University,448456.0,Active,Genome evolution & adaptation of the multinuclear wheat stripe rust fungus,"Genome evolution & adaptation of the multinuclear wheat stripe rust fungus. Animals and plants package their genomes into a single nucleus within each cell. In contrast, millions of fungal species accommodate multiple nuclei containing individual haploid genomes. It is currently unknown what the evolutionary implications are for this unusual genome division into multiple nuclei. Here we explore the evolutionary consequences of genome division into multiple nuclei for the first time by applying cutting edge genome biology tools and algorithms. The economically significant study system is the devastating wheat stripe rust fungus. This pathogen costs Australian farmers over $100 million a year. New understanding is expected to lead to better disease management, reduced fungicide applications, and increased yields.",,3102 - Bioinformatics and Computational Biology,,"Wheat is Australia's largest crop, valued at around $10 billion per year. If disease takes hold, however, Australian farmers can lose up to $100 million due to increased disease control costs and wheat losses. This makes wheat disease prevention a critical problem to solve. This project will contribute to its prevention by applying cutting-edge genomic analyses to understand how the wheat stripe rust fungus – a disease that can cause up to 60% yield loss - causes disease in wheat. 
By passing this knowledge onto Rural Development Corporations and other specialists who advise farmers, industry partners and government, our findings will be quickly adopted by the Australian farming community and leading to better disease monitoring and breeding strategies to reduce disease in crops. Through these outcomes, this research will contribute to reducing the impact of disease, benefiting both farmers and the Australian economy, and advancing the Government's target to grow the agricultural sector to $100 billion by 2030.",yes,True,False,bioinformatics; computational biology,microbial/pathogen,evolution,,,FoR:bioinformatics; FoR:computational biology; explicit:microbial/pathogen; review:evolution,no,False,False,False,,,,,False,auto_classified,,,
ARC,DP230100948,DP230100948,True,2023,funding commencement year,Discovery Projects,Macquarie University,404000.0,Active,Survival & Wellbeing among Migrant Precariat in Australia’s Gig Economy   ,"Survival & Wellbeing among Migrant Precariat in Australia’s Gig Economy   . The food and parcel delivery industry is now a structural feature of the Australian labour market. Little is known about the social consequences of this development for the workforce. especially temporary and long-term migrant workers involved in this industry. This project aims to investigate the risks to safety and wellbeing to migrant cohorts who undertake this work, interrogating the intersecting impact of age, gender, class, and ethnicity and particularly migration status. The project produces major national benefits, such as an enhanced capacity to inform future labour market policies and regulation as well as conceptual innovation in describing the 'everyday survival' strategies of migrant workers in Australia.",,4410 - Sociology,,"The Gig economy is rapidly expanding in Australia and elsewhere. It has opened new employment opportunities for many, and delivery work (food, courier and parcel services) has become increasingly popular since the COVID lockdowns. However, increasing reports of the exploitation including the deaths of delivery workers call for urgent responses to unfair and insecure employment practices that citizens and non-citizens disproportionally experience. This study situates gig workers in the context of their lives, hopes, and struggles and advances understandings of how the 'citizen' and 'non-citizen' migrants among Australia's working poor absorb the 'everyday' risks and social consequences of gig work. This research has national benefits related to the health of Australians working in the Gig economy. It will offer further insights into how insecure gig employment affects individual and community well-being as well as contribute to current national and corporate policy development to improve gig employment and work. ",no,False,False,,,,,,,no,False,False,False,,,,,False,auto_classified,,,
ARC,DP230100949,DP230100949,True,2023,funding commencement year,Discovery Projects,The University of Western Australia,565000.0,Active,Brain-skull interface: discovering the missing piece of head biomechanics,"Brain-skull interface: discovering the missing piece of head biomechanics. Overall objective of this project is to measure, mathematically describe and implement in software mechanical properties of brain-skull interface – a critical component of current large and sophisticated computational models of the brain and the last missing piece of brain biomechanics knowledge. This will allow increased reliability of comprehensive biomechanical models used to simulate realistic injury and surgery scenarios. 
The problem is significant and urgent. Every year in Australia, there are over 22,000 cases of traumatic brain injury, some of which could be prevented by better passive and active countermeasures; and over 12,000 neurosurgical procedures that surgical simulation could make more accurate and therefore safer.",,4003 - Biomedical Engineering,,"Every year in Australia over 22,000 people suffer a traumatic brain injury, and over 12,000 neurosurgical operations are performed. This project integrates knowledge of brain biomechanics with computer modelling techniques to create software to design safety devices to prevent traumatic brain injury (TBI), as well as surgical simulation to improve surgery accuracy and safety. Currently, gaps in knowledge of brain function and limitations of current computational techniques limit our ability to improve design of safety devices and create accurate surgical simulations.  Our research will uncover this missing knowledge and develop software for advanced computer simulations to run on off-the-shelf personal computers. Software produced as a result of this research will be made available to the engineering and medical communities, to enable adoption of the outcomes. Australia will benefit economically through a reduced incidence of disabling brain injuries, and reduced costs from caring for people with brain injury.",no,False,False,,,,,,,no,False,False,False,,,,,False,auto_classified,,,
ARC,DP230100959,DP230100959,True,2023,funding commencement year,Discovery Projects,The University of Melbourne,407107.0,Active,Nowcasting and Interpreting the Australian Economy,"Nowcasting and Interpreting the Australian Economy. This project aims to investigate methods for nowcasting and interpreting the Australian economy. This is determining the current state of the economy and the factors contributing to it.
This project expects to generate new knowledge on how unconventional, new, data sources and innovative methods can be used to in nowcasting and how the Australian economy can be modelled.
The expected outcomes include timely new indicators of the state of the economy, and the factors contributing to it. This should provide significant benefits through informing the conduct of Australian macroeconomic policy, as the appropriate policy response depends not only on knowing the current state of the economy but understanding the economic factors underlying it. 
",,3802 - Econometrics,,"Australian policy makers need accurate and timely measures of Australian economic activity and its main drivers to set policies on taxes, government spending and interest rates. Yet official data often are months old, and current economic models relying on them do not provide timely measures of the factors driving today’s economy. This project will use unconventional, new data sources and modern techniques to create a set of regularly updated, publicly available, high-frequency indicators of the current state of the Australian economy and its determinants. Innovative modelling methods will use these indicators to create a new macroeconomic model of the Australian economy that is intended to become the new benchmark. Project participants from the Australian Treasury and the Australian Bureau of Statistics will facilitate adoption of the project outcomes in Government agencies. This project will produce significant societal and economic benefits by providing Australian macroeconomic policymakers with better, timelier information to assist their decisions and understand the impacts of macroeconomic policies.",no,False,False,,,,,,,no,False,False,False,,,,,False,auto_classified,,,
ARC,DP230100962,DP230100962,True,2023,funding commencement year,Discovery Projects,The University of Sydney,561272.0,Active,High-value horticulture and global production networks in coastal Australia,"High-value horticulture and global production networks in coastal Australia. High-value horticulture is booming in Australia’s north-eastern coastal strip, where a multifunctional landscape also provides various recreational, cultural and environmental services. This project aims analyses how incorporation within agricultural global production networks interacts with diverse drivers of landscape change to shape regional development outcomes. This will contribute to global production network theory by developing the territorial nexus of these networks. Expected outcomes include improved policy formulations capable of orchestrating a sustainable and equitable future for rural regions and livelihoods within Australia, with broader contributions to understanding rural development pathways elsewhere in the world.",,4406 - Human Geography,,"This project investigates how the expanding global demand for food is re-shaping development trajectories in regional Australia. It examines how the horticultural sector, whose export value tripled between 2010 and 2019, puts new pressures on co-existing demands for housing, recreation and conservation in our north-eastern coastal strip. The implications of the intensified use of farmland on governing rural resources and their social effects on regional communities are not yet understood. We will bring a new perspective to this challenge by identifying how global and local influences intersect to shape regional governance outcomes. This will ensure longer term benefits for livelihoods and environmental wellbeing in regional Australia by identifying policy options, such as zoning amendments, payments for ecosystem services and seasonal worker programs, to successfully manage competing resource demands. We will work with industry leaders and government agencies in regional Australia, through workshops and report-sharing, towards ensuring that export-oriented horticulture develops sustainably and equitably.",no,False,False,,,,,,,no,False,False,False,,,,,False,auto_classified,,,
ARC,DP230100966,DP230100966,True,2023,funding commencement year,Discovery Projects,Flinders University,374586.0,Active,Tackling Crystal Methamphetamine Supply in Rural and Regional Australia,"Tackling Crystal Methamphetamine Supply in Rural and Regional Australia. This project tackles one of the leading drug policy and organised crime issues in Australia, namely the increased availability of crystal methamphetamine (ice) in rural and regional communities. The first study of its kind nationally, it will use an innovative combination of qualitative and quantitative methods across six communities in three states to uncover how ice infiltrates regional communities, the drivers and mechanisms and impacts thereof. Expected outcomes include a roadmap to reduce supply and harms, strengthened communities and enhanced international collaborations. With ice use and supply costing the Australian government $5 billion per year, the project stands to provide significant social, public health and economic benefits.",,4402 - Criminology,,"This project analyses one of the leading drug policy and organised crime issues in Australia, namely, the increased availability of crystal methamphetamine (ice) in rural and regional communities. The first of its kind nationally, the study aims to produce grounded and triangulated data about the mechanisms of ice supply to and within six communities across three states (South Australia, New South Wales, and Victoria). Drawing from ethnography, interviews, surveys, and social network analyses, the outcomes will significantly advance criminological knowledge about the causes and impacts of ice supply (social, health and economic) on rural and regional communities and generate new insights relevant to the mitigation of ice supply and associated harms. As strategic applied research, the project aims to improve responses at local, state and federal levels to the ice problem for rural and regional Australia. With the annual Australian enforcement, health and lost productivity costs of ice use totalling more than $5 billion, the projected benefits of the research are far-reaching.",no,False,False,,,,,,,no,False,False,False,,,,,False,auto_classified,,,
ARC,DP230100967,DP230100967,True,2023,funding commencement year,Discovery Projects,La Trobe University,648164.0,Active,Taking control: variations in forced psychiatric treatment in the community,"Taking control: variations in forced psychiatric treatment in the community. This interdisciplinary project aims to produce a comprehensive understanding of the drivers underpinning variations in the use of legal orders to enforce psychiatric treatment in the community without consent. Australia’s rate of use of these controversial orders is very high and there are unexplained variations in rates of use within and between jurisdictions, with some minority groups disproportionately affected. Uncovering this knowledge will act as a form of procedural justice for those who have had their human rights limited by compulsion. This knowledge is expected to lead to innovations in law and policy, with subsequent organisational and system improvements, generating profound benefits for those affected by forced treatment. ",,4807 - Public Law,,"This project analyses the wide variation in rates of enforced psychiatric treatment without consent across Australia with the burden disproportionately borne by marginalised groups. These variations suggest that the use of these powers in the community may not be strictly linked to perceived health benefits but is driven by factors including resources, organisational culture and discrimination. It will explain the real-world drivers that underpin the use of these powers to enable more equitable mental healthcare through innovation in law and policy, and organisational and system improvement. This work aligns with the 5th National Mental Health Plan to implement the United Nations Convention on the Rights of People with Disabilities. It also aligns with the Productivity Commission Inquiry into Mental Health ‘priority reform’ to reduce adverse consequences of mental health treatment, and the National Science and Research ‘Health’ priority: “better models of health care and services that improve outcomes, reduce disparities for disadvantaged and vulnerable groups, increase efficiency and provide greater value”.",no,False,False,,,,,,,no,False,False,False,,,,,False,auto_classified,,,
ARC,DP230100983,DP230100983,True,2023,funding commencement year,Discovery Projects,RMIT University,351783.0,Active,Break the deadlock in corrosion research to prevent infrastructure collapse,"Break the deadlock in corrosion research to prevent infrastructure collapse. Corrosion destroys one-quarter of the world’s annual steel production and costs the Australian economy $30 billion each year. This project targets a crucial missing link in understanding the structure and dynamics of the atomic lattices of corroded steel and the degradation of its mechanical strength. By combining advanced electrochemical and mechanical measurements with dynamics simulation of atomic lattices of corroded steel, this project will produce the first concerted picture of corrosion induced strength degradation with a particular focus on real industrial conditions. This promises to guide the ongoing diagnosis of corrosion damages to steel, effectively preventing the collapse of corroded infrastructure.",,4005 - Civil Engineering,,"This project investigates the cause and prevention of steel corrosion damages to corroded infrastructure. It addresses a major knowledge gap in steel corrosion, the relationship between the degree of corrosion and degradation of mechanical properties of corroded steel, so as to identify and predict the critical point at which the infrastructure collapses. Expected outcomes of the project include a corrosion diagnostic technique and enhanced capability to prevent collapses of corroded infrastructure. The research can benefit Australia economically by preventing accidents of corroded infrastructure - saving billions of dollars; socially by mitigating disruptions caused by infrastructure collapse - assuring the quality of life; environmentally by resource savings due to extended service life - preserving nature; and commercially by increasing confidence in using steel products - improving trade. The research will be shared with Australian industry end-users, e.g., structural engineers and asset managers, to enable its adoption in diagnosis and prevention of unexpected collapse of corroded infrastructure.",no,False,False,,,,,,,no,False,False,False,,,,,False,auto_classified,,,
ARC,DP230100991,DP230100991,True,2023,funding commencement year,Discovery Projects,Swinburne University of Technology,481610.0,Active,Efficient and secure data integrity auditing on cloud,"Efficient and secure data integrity auditing on cloud. Data auditing presents a promising way for verifying user data integrity on cloud, i.e., whether user privacy sensitive data such as identity information on cloud is modified or lost. Current auditing approaches lack sufficient efficiency and security. This results in that they cannot provide timely warning and precaution on potential data loss threats. This project aims to systematically investigate this significant challenge and expects to establish innovative research and solutions for enabling efficient and secure data integrity auditing on cloud. The project outcomes will help to safeguard Australian community in fast-growing cyber world, and benefit to fast-growing user privacy sensitive data hosting and applications on cloud.",,4604 - Cybersecurity and Privacy,,"This project falls within Australian Cybersecurity priority about efficient and secure data integrity auditing on cloud. With more and more user privacy sensitive data such as identity information being hosted on cloud, users are increasingly worrying about their data integrity, i.e., whether their data is modified or lost in cloud. Loss of user privacy sensitive data can cause serious economic, commercial and social consequences such as cyber bullying or fraud. Current approaches for verifying data integrity lack sufficient efficiency and security, hence cannot provide timely warning and precaution for removing potential data loss threats. As such, this project aims to develop innovative research and solutions for efficient and secure data integrity auditing on cloud. This will lead to timely warning, and further significant reduction or avoidance of data loss incidents and corresponding cyber bullying or fraud events. This project will help to safeguard Australian community in fast-growing cyber world.",no,False,False,,,,,,,no,False,False,False,,,,,False,auto_classified,,,
ARC,DP230100995,DP230100995,True,2023,funding commencement year,Discovery Projects,Monash University,490000.0,Active,Fundamental research advancing remanufacturing with a 3D printing technique,"Fundamental research advancing remanufacturing with a 3D printing technique. 3D printing manufactures items directly from a computer model. This project aims to develop a computational tool for applying direct laser metal deposition, a 3D-printing method, to repair metallic components and develop a way to predict the remaining life of the remanufactured components. The tool should optimise use of this printing method and improve the quality of repaired components. The research expects to validate the tool for simulating the printing process, provide a better heat treatment during repair, and allow safe prediction of the service life of repaired components. This research should benefit the Australian manufacturing industry and reduce resource use by helping apply this 3D printing method in remanufacturing.",,4017 - Mechanical Engineering,,"The repair and remanufacture of industrial products play an important role in reducing human impact on the environment through reusing materials, and are more efficient and cost-effective than recycling. This project will develop a theoretical computational tool and a framework to optimise the processing parameters of direct laser metal deposition, a key 3D printing technique for remanufacturing of metallic components. The technique is more precise, and repairs can be stronger than with traditional repair methods such as welding. These applied outputs should improve the quality and safety of remanufactured components and allow prediction of the remaining service life of the repaired components, which will provide evidence to increase uptake of the technique and confidence in the remanufactured components for both manufacturers and customers. Developing this agile approach to remanufacturing could contribute to revitalising Australian manufacturing in areas like repair and maintenance in the aviation and rail industries. It could also open up new global markets while contributing to the circular economy.",no,False,False,,,,,,,no,False,False,False,,,,,False,auto_classified,,,
ARC,DP230101013,DP230101013,True,2023,funding commencement year,Discovery Projects,The Australian National University,801068.0,Active,Valuing Torres Strait Knowledge through Sustainable Digital Returns,"Valuing Torres Strait Knowledge through Sustainable Digital Returns. This project aims to address the sustainable return of archival materials by utilising a case study of scholarship about Torres Strait society and culture created fifty years ago by Japanese researchers. The project expects to generate new knowledge in the area of research accountability by utilising an extensive fieldwork approach to foreground Torres Strait Islander perspectives. Expected outcomes include the co-creation of high-quality digital resources and new analysis of the Japanese research and Torres Strait Islander agency in shaping research. Benefits include advances in digital methodologies for sustainable community engagement, inter-generational knowledge transfer, and grounded insights into respectful research relationships.",,"4501 - Aboriginal and Torres Strait Islander Culture, Language and History",,"Indigenous peoples have long called for the return of archival research materials yet much remains inaccessible. This project aims to provide much-needed guidance to ensure returns are long-lasting and in line with First Nations priorities and protocols. To achieve these aims, the project team will work closely with Torres Strait Islander Elders and young people, communities and organisations to re-publish and digitise a unique body of Japanese research about Torres Strait society and culture that was created fifty years ago. The project expects to boost understanding of an important period in Australia’s Torres Strait history and the central role that Torres Strait Islanders play in shaping research. The project will benefit Torres Strait Islanders and other First Nations peoples by building a model for the enduring digital return of cultural materials, further community research capacity, enable intergenerational knowledge transfer and enhance cultural and educational relationships internationally.",no,False,False,,,,,,,no,False,False,False,,,,,False,auto_classified,,,
ARC,DP230101014,DP230101014,True,2023,funding commencement year,Discovery Projects,The University of Sydney,430000.0,Active,Robust Data-Driven Control for Safety-Critical Systems,"Robust Data-Driven Control for Safety-Critical Systems. This project aims to develop new approaches to controlling robotic and cyber-physical systems in safety-critical applications. This project expects to generate new knowledge in how to harness the power of machine learning for robot control, while guaranteeing safety and stability at all times. The outcomes of this project will be new algorithms and a deeper understanding of the interplay of data, learning, and models, as well as experimental validation on a surgical robot and a bipedal walking robot. This project will provide significant benefits by dramatically increasing the range of applications in which the power of machine learning can be safely applied to advance the capabilities and uptake of robotics.",,"4007 - Control Engineering, Mechatronics and Robotics",,"This project will develop new learning algorithms for the control of physical  systems such as robots and autonomous vehicles. In particular, it will develop algorithms that can learn from experience while guaranteeing safe operation. The outcomes of this project will be new knowledge and new design methodologies, as well as software tools and experimental validation on real-world robotic systems. The gap being addressed is that current machine learning methods are not suitable for safety-critical applications such as surgical robotics since they can behave unpredictably. This will benefit Australia by creating the key technologies and training the young researchers and engineers to make Australia a global powerhouse in a burgeoning high-tech industry. This has potential to lead to new spin-off companies, highly-skilled jobs, and translational research opportunities with industry partners.",no,False,False,,,,,,,yes,True,True,False,,machine learning,,explicit:machine learning,False,auto_classified,,,
ARC,DP230101022,DP230101022,True,2023,funding commencement year,Discovery Projects,Griffith University,337648.0,Active,Engaging Outsiders in Sport: Transforming Sport Event Legacy Planning ,"Engaging Outsiders in Sport: Transforming Sport Event Legacy Planning . The project aims to investigate intersectional inequities in sport participation for girls, women and non-binary people in Queensland by working with them to envision legacies for the 2032 Olympic and Paralympic Games. Using a co-creation approach this project expects to identify how and what benefits can be achieved through legacy planning that engages with end-users who have historically been marginalised in sport. In doing so, the expected outcomes of the project include the development of evidence-based resources to improve engagement in sport and to build capacity and sustain meaningful change for communities and organisations.",,4410 - Sociology,,"Girls, women and non-binary people face a range of social, cultural, and economic barriers to sport participation. This has huge implications for health and wellbeing, community cohesion and the economy.  Mega sport-events such as the Brisbane 2032 Olympic and Paralympic Games have the potential to break down these barriers, catalysing positive change and providing higher inclusion benchmarks as part of their legacy. We aim to work with people who are disengaged from sport to create a legacy plan that speaks directly to their needs and wants. We will engage girls, women and non-binary people across the life course (teenagers, parents of young children, older people) to develop a methodology for sport legacy planning that addresses questions of disadvantage. We will also engage key stakeholders in sport, government and community. The evidence-base developed through this project will directly benefit sport professionals working in diverse community settings to develop gender responsive practice and plans.  The work will also demonstrate Australia’s leadership, informing future planning processes globally with the goal of increasing sport participation, ensuring equitable investment and engaged communities.
",no,False,False,,,,,,,no,False,False,False,,,,,False,auto_classified,,,
ARC,DP230101028,DP230101028,True,2023,funding commencement year,Discovery Projects,The Australian National University,661858.0,Active,Space for Australia on the periodic table: creating new superheavy elements,"Space for Australia on the periodic table: creating new superheavy elements. This project aims to apply innovative methods developed in Australia to determine the optimal nuclear fusion reactions to synthesise new superheavy elements. As part of a major international collaboration aiming to discover elements 119 and 120, the project leverages our new conceptual approach, unique detector instrumentation and Australia's Heavy Ion Accelerator Facility. Anticipated outcomes include the first direct Australian contribution to the discovery of new elements, improved understanding of nuclear fusion and fission at the limits of nuclear existence, tests of our new theoretical approach to energy dissipation in many-body quantum systems, strengthened international links, and top-level nuclear science and accelerator training.",,5106 - Nuclear and Plasma Physics,,"Technologies based on nuclear and accelerator science are rapidly expanding in Australia and worldwide. These are found in areas of critical national interest such as cancer treatment and energy generation. Yet the underlying models of nuclear processes are incomplete. Further, in nuclear and accelerator science, Australia’s workforce is five times smaller per capita than other advanced economies. Addressing both these limitations is important for Australia to be globally competitive. This project will contribute to a major international effort to create new, undiscovered chemical elements, leading to better nuclear models. Using Australia’s own accelerator facility, we will contribute our unique detectors and new ultra-sensitive experiments. These will help to improve understanding of the nuclear fission process, allowing more efficient and safer nuclear energy technology in the future.  By generating both the fundamental science, and local expertise to train the high-tech workforce needed, this project will help Australia to maximise the economic and industrial benefits offered by these technologies.",no,False,False,,,,,,,no,False,False,False,,,,,False,auto_classified,,,
